group,Canais | Globo Sudeste
ext,BLITS TV,https://video03.logicahost.com.br/blitstv01/blitstv01/chunklist_w855883239.m3u8
ext,TV NOVA ESPERANCA,https://5cf4a2c2512a2.streamlock.net/tvnovaesperanca/tvnovaesperanca/playlist.m3u8
ext,TV RIO GRANDE,https://stmv1.srvif.com/tvriogrande/tvriogrande/playlist.m3u8
ext,TVR SUL,https://5a57bda70564a.streamlock.net/tvrsul/tvrsul.sdp/playlist.m3u8
ext,TV DIVERSIDADE,https://stmv1.samcast.com.br/tvdiversidade/tvdiversidade/playlist.m3u8
ext,TV DIVERSIDADE 2,https://cdn.jmvstream.com/w/AVJ-12928/playlist/chunklist.m3u8
ext,TV CARAVELAS,https://video01.logicahost.com.br/dantetvbrasil/dantetvbrasil/playlist.m3u8
ext,ELYTV,https://stmv1.srvsite.com/ely/ely/playlist.m3u8
ext,WEB TV AGUA BOA,http://painelvj.com.br/tvaguaboa2/tvaguaboa2.sdp/chunklist.m3u8
ext,O FATO MARINGA,https://video04.logicahost.com.br/ofatomaringa/ofatomaringa/chunklist_w1283586172.m3u8
ext,TV PASSO FUNDO,https://5a57bda70564a.streamlock.net/tvpasso/tvpasso.sdp/playlist.m3u8
ext,TVC PELOTAS,https://video01.kshost.com.br:4443/associacao6754/associacao6754/playlist.m3u8
ext,BAH TV,https://tv02.zas.media:1936/bahtv/bahtv/chunklist_w1931635703.m3u8
ext,FOZ TV,https://videostreamingserver.septecloud.com.br/memfs/6154fa08-b4c2-4e8f-aba8-1c5a38399d47.m3u8
ext,TV BALNEARIO CAMBORIU,https://stmv2.samcast.com.br/sandro9822/sandro9822/chunklist_w1978183284.m3u8
ext,REDE TV SUL,https://5a0c3936c25c8.streamlock.net/8032/8032/chunklist_w599203836.m3u8
ext,TV NATIVOOS,https://srv6.zcast.com.br/lckbaltar/lckbaltar/playlist.m3u8
ext,DEMAIS TV,https://stmv1.samcast.com.br/demaistv6503/demaistv6503/chunklist_w1724467255.m3u8
ext,TV JUNDIAI HOJE,https://stmv2.samcast.com.br/rosanaa9913/rosanaa9913/chunklist_w2110268139.m3u8
ext,CABO FRIO TV,https://video05.logicahost.com.br/ararutv/ararutv/chunklist_w1064962290.m3u8
ext,LAVRAS CE TV WEB,https://stmv1.srvstm.com/igor8605/igor8605/chunklist_w65054005.m3u8
ext,TV OPINIAO PLAY,https://video04.logicahost.com.br/tvpopular/tvpopular/chunklist_w1502481354.m3u8
ext,REDE SPTV,https://video01.logicahost.com.br/websptv/websptv/playlist.m3u8
ext,MASTER SHOW TV,https://mastershowtv.videovox.pw/master6123/master6123/playlist.m3u8
ext,TV CAPITAL TERESINA,https://stmv2.samcast.com.br/tvcapitalteresina/tvcapitalteresina/chunklist_w394093549.m3u8
ext,CMD TV,https://stmv2.samcast.com.br/cmdtv/cmdtv/playlist.m3u8
ext,W1 WEB TV,https://stmv5.samcast.com.br/oscarwagnerdesouza1083/oscarwagnerdesouza1083/chunklist_w1370974237.m3u8
ext,OV TV,https://video01.logicahost.com.br/othervoice/othervoice/playlist.m3u8
ext,TV ALDEIA,https://stmv1.samcast.com.br/giovane7843/giovane7843/chunklist_w505858583.m3u8
ext,GUARANTA TV,https://stmv1.samcast.com.br/guarantaradiotv/guarantaradiotv/playlist.m3u8
ext,RDC TV,https://br5093.streamingdevideo.com.br/datavideo01/datavideo01/playlist.m3u8
ext,REDE NOVA TV,https://5d82644094cc0.streamlock.net/redenovatv/redenovatv/playlist.m3u8
ext,PLENA TV,https://cdn.jmvstream.com/w/LVW-9591/LVW9591_PmXtgATnaS/playlist.m3u8
ext,TV DIARIO DO SERTAO,https://5ffab78b24f94.streamlock.net/pdsertaotv/pdsertaotv/chunklist_w795565642.m3u8
ext,TV ITAPETININGA,https://stream01.msolutionbrasil.com.br/hls/tvitape/live.m3u8
ext,TCM 10,https://live.tcm10.com.br/tcm10hd/stream.m3u8
ext,REDE TV MAIS,https://5a0c3936c25c8.streamlock.net/8010/8010/chunklist_w1915773076.m3u8
ext,CONEXAO TV,https://5a57bda70564a.streamlock.net/conexaotv/conexaotv.sdp/chunklist-480p.m3u8
ext,ALLEGRO WEB TV,https://video05.logicahost.com.br/allegrowebtv/allegrowebtv/chunklist_w1793656153.m3u8
ext,MASTER SHOW TV,https://serv2.videovox.pw/master1667/master1667/playlist.m3u8?wowzasessionid=933110662
ext,TV DESTAQUE NACIONAL,https://5a0c3936c25c8.streamlock.net/tvdestaquenacional/tvdestaquenacional/chunklist_w204614973.m3u8
ext,TV SOL COMUNIDADE,http://streaming03.zas.media:1935/tvsol/tvsol/playlist.m3u8
ext,CONECT TV,https://stream01.msolutionbrasil.com.br/hls/conectv/live.m3u8
ext,NOVA ERA TV,http://wz4.dnip.com.br/novaeratv/novaeratv.sdp/chunklist.m3u8
ext,TV PANTANAL,https://59d39900ebfb8.streamlock.net/8040/8040/playlist.m3u8
ext,TV FLORIDA,https://srv1.zcast.com.br/tvflorida/tvflorida/playlist.m3u8
ext,PHILLY USA TV,https://tv02.zas.media:1936/phillyusa/phillyusa/chunklist_w259993562.m3u8
ext,TV CNB ORLANDO,https://5cf4a2c2512a2.streamlock.net/tvcnb/tvcnb/chunklist_w130040152.m3u8
ext,TV CNB AMERICAN,https://5cf4a2c2512a2.streamlock.net/tvcnbamerican/tvcnbamerican/chunklist_w144456680.m3u8
ext,TV CANDIDES,https://cdn.jmvstream.com/w/LVW-8067/ngrp:LVW8067_ZffQjxn7UC_all/playlist.m3u8
ext,REDE METROPOLITANA,https://cdn.cdnseguro.com/metropolitana2/metropolitana2/playlist.m3u8
ext,TV DAS ARTES,https://stmv7.samcast.com.br/luca8510/luca8510/chunklist_w1080602193.m3u8
ext,TV IRACEMA,https://stmv1.srvstm.com/iracematv/iracematv/playlist.m3u8
ext,SERTAO TV,http://wz4.dnip.com.br/sertaotv/sertaotv.sdp/playlist.m3u8
ext,TV STA CECILIA,https://60d88f8ce1206.streamlock.net/2063/2063/chunklist_w1395795111.m3u8
ext,TV INTERLAGOS,https://v8.ciclano.io:1443/tvinterlagos/_definst_/tvinterlagos/playlist.m3u8
ext,TV VIDEONEWS,https://video01.logicahost.com.br/tvideonews/tvideonews/chunklist.m3u8
ext,TVN BRASIL,https://5a2b083e9f360.streamlock.net/tvnbrasil/tvnbrasil.sdp/playlist.m3u8
ext,STUDIO TV,https://streamingtv.ddoti.com.br/hls/stream.m3u8
ext,TV MAIS MARICA,https://5cf4a2c2512a2.streamlock.net/tvmaismarica/tvmaismarica/playlist.m3u8
ext,TV PADRE CICERO,https://video01.logicahost.com.br/tvpadrecicero/tvpadrecicero/playlist.m3u8
ext,SAO RAIMUNDO TV,https://stmv1.voxtvhd.com.br/9030/9030/playlist.m3u8
ext,TV GRANDE NATAL,http://tvgrandenatalhd.duckdns.org:8080/hls/live.m3u8
ext,MAM NEWS WEB TV,https://stmv2.samcast.com.br/mamnews/mamnews/chunklist_w964769237.m3u8
ext,WEB TV PARANA,https://59f1cbe63db89.streamlock.net:1443/tvwebparana/_definst_/tvwebparana/playlist.m3u8
ext,TV CARAVELAS,https://59f1cbe63db89.streamlock.net:1443/tvcaravelas/_definst_/tvcaravelas/playlist.m3u8
ext,TV CINEC,https://59f1cbe63db89.streamlock.net:1443/tvcinec/_definst_/tvcinec/chunklist-480p.m3u8
ext,TV PRECABURA,http://srv1.zcast.com.br/tvprecabura/tvprecabura/playlist-480p.m3u8
ext,TV LITORAL,https://cdnhd.iblups.com/hls/FU91GRJ5XT.m3u8
ext,FALA LITORAL WEB TV,https://5c483b9d1019c.streamlock.net:443/falalitoraltv/falalitoraltv/playlist.m3u8
ext,RTV LITORAL ABAIS,https://stmv1.srvif.com/rtvabais/rtvabais/playlist.m3u8
ext,TV CIDADE CANAL 9,https://59f1cbe63db89.streamlock.net:1443/tvcidade/_definst_/tvcidade/playlist.m3u8
ext,TV TI VEJO,https://stmv1.srvif.com/ddacostenaro/ddacostenaro/playlist.m3u8
ext,FAVORITA WEB TV,https://video01.kshost.com.br:4443/arnaldo5149/arnaldo5149/playlist.m3u8
ext,FILADELFIA WEB TV,https://stmv2.samcast.com.br/marcostimotheo5865/marcostimotheo5865/playlist.m3u8
ext,TV POLEIA,https://stmv1.samcast.com.br/hadailtonjose5865/hadailtonjose5865/playlist.m3u8
ext,TV BRASIL POPULAR,https://srv2.zcast.com.br/rsmusic/rsmusic/chunklist_w1316883649.m3u8
ext,TV POP BRASIL,https://video05.logicahost.com.br/tvpopbrasil/tvpopbrasil/chunklist_w328476840.m3u8
ext,TV A PLATEIA,https://video01.kshost.com.br:4443/kamal3366/kamal3366/chunklist_w784372718.m3u8
ext,REDE SEMPRE TV,https://stmv2.samcast.com.br/redesempretv1616/redesempretv1616/playlist.m3u8
ext,UNIMIDIA TV,https://tv02.zas.media:1936/unimidia/unimidia/playlist.m3u8
ext,TV INTERIOR,https://core-cdn-02-huoplay.brasilnet.net.br/TV-INTERIOR-PUB-01-01/tracks-v1a1/mono.m3u8
ext,STUDIO MAX TV,https://59f1cbe63db89.streamlock.net:1443/studiomax/_definst_/studiomax/chunklist_w607402107.m3u8
ext,TV CONSCIENCIA,https://video04.logicahost.com.br/tvconsciencia/tvconsciencia/chunklist_w453444360.m3u8
ext,TV CACIQUE,https://5d82644094cc0.streamlock.net/tvcacique/tvcacique/chunklist_w1109147341.m3u8
Vox.de,VOX TV,https://stmv1.samcast.com.br/voxtv/voxtv/playlist.m3u8
ext,TV PBC,https://stmv2.samcast.com.br/adao6116/adao6116/playlist.m3u8
ext,CHIC BRASIL TV,https://stmv.allflixtv.com/chicbrasiltv/chicbrasiltv/playlist.m3u8
ext,WEB TV STATTUS,https://stmv1.transmissaodigital.com/sttattus/sttattus/chunklist_w1102857444.m3u8
ext,C4 TV WEB,https://5a57bda70564a.streamlock.net/c4tvweb/c4tvweb.sdp/chunklist_w2033178051.m3u8
ext,PORTAL FACE TV,https://video01.kshost.com.br:4443/omar5075/omar5075/chunklist_w1707006481.m3u8
ext,TV SULBA,https://video05.logicahost.com.br/tvsulba/tvsulba/playlist.m3u8
America2.ar,AMERICA TV,https://stmv7.samcast.com.br/natanael4054/natanael4054/chunklist_w317502909.m3u8
ext,REDE LIVE TV,https://stmv3.voxtvhd.com.br/tvrlt/tvrlt/chunklist_w206220781.m3u8
ext,TV CONECTADA,https://5cf4a2c2512a2.streamlock.net/tvconectada/tvconectada/chunklist_w68522620.m3u8
ext,TV BIGUACU,https://59f1cbe63db89.streamlock.net:1443/biguawebtv/_definst_/biguawebtv/chunklist_w1306344590.m3u8
ext,TV AVANT,https://video04.logicahost.com.br/tvavant/tvavant/chunklist_w977600341.m3u8
ext,TV GERAL,https://video05.logicahost.com.br/tvgeral/tvgeral/chunklist_w393830397.m3u8
ext,TV YORUBA,https://stmv3.voxtvhd.com.br/tvyoru/tvyoru/chunklist_w1191863260.m3u8
ext,WEB TV NACIONAL,https://5d82644094cc0.streamlock.net/webtvnacional/webtvnacional/chunklist_w157904252.m3u8
ext,TV CHICO JOAO,https://stmv.webtvninjas.com.br/tvchicojoao/tvchicojoao/chunklist_w172673806.m3u8
ext,TV CLIC BRASIL,https://livestream.zazerconer.workers.dev/channel/UCgNceAGW4ukpGq7us0T12jA.m3u8
ext,DIARIO TV TERESOPOLIS,https://livestream.zazerconer.workers.dev/channel/UCYA_8op4pkwqWxbmcW-pzzQ.m3u8
ext,TV NORDESTINA,https://livestream.zazerconer.workers.dev/channel/UC1pXFbM6hPRkUUTeO3txrtw.m3u8
ext,RADIO DIARIO MACAPA,https://video02.logicahost.com.br/tvdiario/tvdiario/chunklist_w1291941461.m3u8
ext,🎶 ➾ REDE LIVE TV,https://stmv3.voxtvhd.com.br/tvrlt/tvrlt/chunklist_w206220781.m3u8
ext,Rede Todo Dia,https://br5093.streamingdevideo.com.br/dehujsezdd/dehujsezdd/chunklist_w1856670635.m3u8
ext,NGT.ᴴᴰ,https://isaocorp.cloudecast.com/ngt/tracks-v1a1/index.m3u8
ext,TV NATIVOOS,https://srv6.zcast.com.br/lckbaltar/lckbaltar/playlist.m3u8
ext,CMD TV,https://stmv2.samcast.com.br/cmdtv/cmdtv/playlist.m3u8
ext,TV PBC,https://stmv2.samcast.com.br/adao6116/adao6116/playlist.m3u8
ext,TV BRASIL POPULAR,https://srv2.zcast.com.br/rsmusic/rsmusic/chunklist_w1316883649.m3u8
Recordsp.br,RECORD SP (HD),https://cdn-1.nxplay.com.br/RECORD_PAULISTA_PFZ_NXPLAY_01/index.m3u8
ext,TV OTIMISTA,https://5a1e323a9ae38.directradios.com/otimista/livestream/chunklist_w834157733.m3u8
ext,YPE TV,https://video01.logicahost.com.br/ypetv/ypetv/chunklist_w1736853376.m3u8
ext,CANAL SMART,https://5ffab78b24f94.streamlock.net/smart/smart/playlist.m3u8
ext,UP CHANNEL,http://cdn.connectbr.com.br/UPChannel/index.m3u8
Arte1.br,Arte 1,http://187.95.95.243/ArteHD/mono.m3u8
ext,WISE PLAY TV,https://acesso.ecast.site:3142/hybrid/play.m3u8
ext,TV Cacique,https://5d82644094cc0.streamlock.net/tvcacique/tvcacique/chunklist_w1109147341.m3u8
ext,🎬.MOVIE SPHERE,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00353-lionsgatestudio-moviespherebrazil-samsungbr/playlist.m3u8
ext,TV MEU XODO,https://5d82644094cc0.streamlock.net/8192/8192/playlist.m3u8
ext,TV DIVERSIDADE,https://stmv1.samcast.com.br/tvdiversidade/tvdiversidade/playlist.m3u8
ext,CINE TV HITS,https://stmv1.conectastreaming.com/hitstv/hitstv/chunklist_w1051860614.m3u8
ext,TV BRASIL HITS,https://video01.logicahost.com.br/brasilhits/brasilhits/playlist.m3u8
ext,Rede TVSul (WebTV),https://5a0c3936c25c8.streamlock.net/8032/8032/playlist.m3u8
ext,TV CIDADE HD,https://stmv3.voxtvhd.com.br/tvmancheteweb/tvmancheteweb/chunklist_w1814621371.m3u8
ext,UNIMIDIA TV,https://tv02.zas.media:1936/unimidia/unimidia/playlist.m3u8
ext,TV OPINIAO PLAY,https://video04.logicahost.com.br/tvpopular/tvpopular/chunklist_w1502481354.m3u8
ext,TV MAIS BRASIL,https://stmv1.paineltv.net/tvmaisbrasil/tvmaisbrasil/playlist.m3u8
ext,TV DIARIO.ᴴᴰ,https://d1zpubcqwsvgqw.cloudfront.net/out/v1/76bb09b140834074b5bfc8500a2a2dad/index.m3u8
ext,Rede Minas 2,http://168.205.87.198:8555/live/shirley/123456/101.m3u8
ext,7.1 TVE RS.ᴴᴰ,http://streaming.procergs.com.br:1935/tve/stve/playlist.m3u8
ext,REDE BELA ALIANCA,https://tv02.zas.media:1936/rbatv/rbatv/playlist.m3u8
ext,XR HEALTH BRASIL,http://video01.soultv.com.br/xrhealth/xrhealth/playlist.m3u8
ext,TV Petrópolis,https://video02.logicahost.com.br/tvpetropolis/tvpetropolis/chunklist_w2013690953.m3u8
ext,YES LIFE,http://cdn.connectbr.com.br/Life/index.m3u8
ext,EVEON TV,https://video05.logicahost.com.br/eveontv/eveontv/playlist.m3u8
ext,STUDIO MAX TV,https://59f1cbe63db89.streamlock.net:1443/studiomax/_definst_/studiomax/chunklist_w607402107.m3u8
ext,FMU TV,https://stmv1.srvstm.com/fernando5813/fernando5813/playlist.m3u8
ext,TURBO TV,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/6014761dfb91870008ea6463/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,Pluto TV Natureza,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5f1213ba0ecebc00070e170f/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,pluto-tv - Failarmy (Video Cassetadas),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5f5141c1605ddf000748eb1b/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1
ext,pluto-tv - MTV Biggest pop,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/6047fbdbbb776a0007e7f2fflivestitch/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1
ext,pluto-tv-Tastemade HD,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/5fd1419a3b4f4b000773ba85livestitch/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,Pluto TV - MasterChef 24h,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/6077045b6031bd00078de127/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,pluto-tv-Porta dos Fundos,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5f36f2346ede750007332d11/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV Vida Real,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5f32d4d9ec194100070c7449/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - Investigação,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5f32cf37c9ff2b00082adbc8/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - Plantão Noturno,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/624f4e6bd5888f000754c53a/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - histórias de emergência,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/61bb72a7bf8c520007a8fd27/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - Turbo (documentario),https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/6014761dfb91870008ea6463/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown
ext,Pluto TV - Assombrações,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/620d1512c7986a0007220213/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1
ext,Pluto TV Mistérios,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5fac52f142044f00078e2a51/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - Jovem Pan,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/602e80c762306a0007179876/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - MTV Jovens e Mães - Teen Mom,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/620fdc7d8a36fc000710e3ba/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - MTV Shore,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/625463563b8ddc0007134aeb/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - MTV Are you the One,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5f6108d8cc331900075e98e4/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D
ext,Pluto TV - MTV Com o Ex,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/61a528267e1b8b0007357920/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1
ext,Pluto TV - NickTeen - iCarly,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/620ff46e0a576e0007dc2f89/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1
ext,🎈.nickelodeon-ao-vivo,https://cdn2.connectbr.com.br/Nickelodeon/tracks-v1a1/mono.m3u8
ext,🎈.Discovery Kids (BR),https://cdn-1.nxplay.com.br/DISCOVERY_KIDS_NX/index.m3u8
ext,🎈.ZooMoo Kids (link 1),http://168.205.87.198:8555/live/1431/123456/162.m3u8
ext,HOMEFULL,https://cc-9flatd4lam6vc.akamaized.net/master.m3u8
ext,BR Global Station,http://brglobalstation.duckdns.org:8080/hls/brglobalstation.m3u8
ext,🙏..ABBA RTV,https://video01.kshost.com.br:4443/adilson8953/adilson8953/playlist.m3u8

group,TELEVENDAS
ext,UP TV AMERICANA,https://livestream.zazerconer.workers.dev/channel/UCsAJCP5sbCczdRifNnaynuQ.m3u8
ext,TV POLISHOP YOUTUBE,https://livestream.zazerconer.workers.dev/channel/UCbLV6ka_ajSvNb_UvCUpl_g.m3u8
ext,ULTRAFARMA TV,https://ythls.armelin.one/video/vK3tA58Myi0.m3u8
ext,TV MAIS ABC,https://video01.soultv.com.br/tvmaisabc/tvmaisabc/playlist.m3u8
ext,TV TUDO BH,https://tv02.zas.media:1936/tvtudo/tvtudo/chunklist_w1581133985.m3u8
ext,CANAL DE PRODUTOS,https://59f1cbe63db89.streamlock.net:1443/tvproduto/_definst_/tvproduto/playlist.m3u8
ext,1001 NOITES,https://5e837408ea907.streamlock.net:1936/1001noites/smil:1001noites.smil/chunklist_w2044159929_b1000000_slen.m3u8
ext,CMD TV,https://stmv2.samcast.com.br/cmdtv/cmdtv/chunklist_w1888904948.m3u8
ext,TV POLISHOP (YOUTUBE 1),https://livestream.zazerconer.workers.dev/channel/UCbLV6ka_ajSvNb_UvCUpl_g.m3u8
ext,TV POLISHOP (YOUTUBE 2),https://ythls.armelin.one/channel/UCbLV6ka_ajSvNb_UvCUpl_g.m3u8
ext,TV TUDO BH,https://tv02.zas.media:1936/tvtudo/tvtudo/chunklist_w1581133985.m3u8
TVPlus.bg,tv+,https://video01.soultv.com.br/tvmaisabc/tvmaisabc/playlist.m3u8
ext,CANAL DE PRODUTOS,https://59f1cbe63db89.streamlock.net:1443/tvproduto/_definst_/tvproduto/playlist.m3u8

group,DESENHOS
ext,DREAMWORKS TV,https://cdn-3.nxplay.com.br/DREAMWORKS/tracks-v2a1/mono.m3u8
ext,RETRO CARTOON,https://stmv1.srvif.com/retrotv/retrotv/playlist.m3u8
ext,JETSONS TV,https://stmv1.srvif.com/jetsontv/jetsontv/chunklist_w1900101009.m3u8
ext,URBAN KIDS,http://200.194.238.229:8383/live/urbankids/playlist.m3u8
ext,TV KIDS MAIS,https://video03.logicahost.com.br/novafamilia01/novafamilia01/playlist.m3u8
ext,CLUBINHO FUN,http://cdn.connectbr.com.br/Clubinho/index.m3u8
ext,BOB ESPONJA,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/62545c0b002f4b0007688b61/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,OS PADRINHOS MAGICOS,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/63221e41af69b500076f84e7/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,OGGY E AS BARATAS,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/63221bafdc6e110007b50270/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
ext,ROCKET POWER,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/6202a7fcfb1b100008811f54/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus
